model,metric,class_group,layer,mean,ci_low,ci_high,se,n_tokens,pos_members,n_pos_members,ci_method,aggregation
bert-base-uncased,gride,Open classes,12,24.437588844725305,24.067157438555988,24.80802025089462,0.18899561539250917,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,0,1.6180625577053405,1.254535375192631,1.98158974021805,0.18547305230240277,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,1,5.9505890109646,5.800936067053243,6.1002419548759566,0.07635354281191654,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,2,7.629825434686327,7.481675964201586,7.777974905171068,0.075586464533031,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,3,8.39245270622052,8.292436827708599,8.492468584732443,0.05102850944485834,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,4,9.272002217064994,9.172703715917995,9.371300718211993,0.05066250058520306,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,5,10.782089086207696,10.676097361778293,10.8880808106371,0.05407741042316488,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,6,12.212517402360884,12.098118840676568,12.3269159640452,0.058366613104243015,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,7,13.472203438874628,13.342174981958562,13.602231895790693,0.0663410494469724,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,8,14.567769964257746,14.448495457376373,14.687044471139119,0.060854340245598756,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,9,16.52225316580961,16.397142587344604,16.647363744274614,0.06383192778826745,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,10,18.141657287425055,17.990096886124846,18.293217688725264,0.07732673535724867,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,11,18.977438357294265,18.84454438511313,19.110332329475398,0.0678030470311904,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Closed classes,12,19.1056915282224,18.983175640614288,19.228207415830514,0.06250810592250601,81819,"ADP,AUX,CCONJ,DET,NUM,PART,PRON,SCONJ",8,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
