model,model_label,word_rep_mode,metric_family,metric,metric_label,layer,target,target_label,spearman_r,spearman_p,pearson_r,pearson_p,n_classes,n_features,features_used
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,12,n_tokens,Frequency,-0.037872683319903296,0.7738883806096621,-0.1695062375419898,0.19540230634753852,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,0,n_types,Type frequency,0.6397788213065101,3.7299723950055564e-08,0.40448270847007084,0.0013488684426268798,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,1,n_types,Type frequency,0.708299758259468,2.447592480816086e-10,0.5423657917427964,7.596034704856357e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,2,n_types,Type frequency,0.7050209786323597,3.2152078057743183e-10,0.5659579835204869,2.445605451933173e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,3,n_types,Type frequency,0.7051876962405177,3.171202177137165e-10,0.5862298108147019,8.590626416966351e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,4,n_types,Type frequency,0.6719553196810135,4.151319795846551e-09,0.5458498312176154,6.460087603058128e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,5,n_types,Type frequency,0.6662869210036398,6.23175294951401e-09,0.5437694446798201,7.1176953719601795e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,6,n_types,Type frequency,0.6346661479896634,5.165383067340796e-08,0.5108128510910994,3.043760424243661e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,7,n_types,Type frequency,0.6174942343493844,1.4777456626799823e-07,0.4931791399820319,6.239535266480159e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,8,n_types,Type frequency,0.6017672066464751,3.6671504503090126e-07,0.478068818416744,0.00011195083209140786,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,9,n_types,Type frequency,0.6018227791825279,3.655705215474742e-07,0.4546631112880667,0.0002628108671851003,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,10,n_types,Type frequency,0.5085720636861263,3.341820565028117e-05,0.36102696441728105,0.00459785873285207,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,11,n_types,Type frequency,0.41137569812998404,0.0010933164709309628,0.2722681238675299,0.03533023865580227,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,isotropy,iso,IsoScore,12,n_types,Type frequency,0.4293811998110533,0.0006182438848127953,0.265325692244162,0.040476669869402376,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),0,n_tokens,Frequency,-0.09539181137623316,0.5330712313939425,0.01022840051374274,0.946832422338885,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),1,n_tokens,Frequency,-0.06258234519104083,0.6829784096256836,0.035001570943705755,0.8194438924655194,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),2,n_tokens,Frequency,0.005270092226613966,0.9725914951053998,0.07382868273771995,0.6298202321570341,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),3,n_tokens,Frequency,0.02398049942617587,0.875747952687492,0.10416706241509475,0.49589273937949,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),4,n_tokens,Frequency,0.07068744033611754,0.6444972759003046,0.13925664335904,0.36159465093655185,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),5,n_tokens,Frequency,0.13741765480895915,0.3680318608769442,0.18471035067763794,0.22448357891449658,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),6,n_tokens,Frequency,0.17129492457726628,0.26055258226374467,0.22438254376196462,0.1383893090750921,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),7,n_tokens,Frequency,0.23058932154632003,0.12752581283298045,0.2718290289290975,0.07086309218233472,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),8,n_tokens,Frequency,0.2573122529644269,0.08793444919389537,0.2792557687099561,0.06320612581590597,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),9,n_tokens,Frequency,0.30442372953699826,0.04203130471742016,0.2772056932805588,0.06525060984424133,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),10,n_tokens,Frequency,0.372859025032938,0.011651559604849298,0.2604588063773897,0.0839865568672976,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),11,n_tokens,Frequency,0.41430877192343263,0.0046630343942302204,0.2650340304320192,0.0784946808645256,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),12,n_tokens,Frequency,0.4597648146372454,0.0014861176513072676,0.248245425126791,0.10012003449977921,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),0,n_types,Type frequency,0.8842847265905923,8.165569783353403e-16,0.6577846375624306,9.120409025135312e-07,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),1,n_types,Type frequency,0.8932806324110671,1.5726545005328008e-16,0.6570902117492244,9.450340028267931e-07,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),2,n_types,Type frequency,0.9101449275362318,4.631098427875389e-18,0.6590996797077241,8.52470759172925e-07,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),3,n_types,Type frequency,0.9013110237623958,3.177040044218549e-17,0.6546016166306896,1.0725828338002407e-06,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),4,n_types,Type frequency,0.8782897992181911,2.273277663035784e-15,0.6456981358347238,1.671438762259913e-06,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),5,n_types,Type frequency,0.8509881422924902,1.3261081958737628e-13,0.6308546653356678,3.395022254071226e-06,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),6,n_types,Type frequency,0.7853213465234671,1.687269247351259e-10,0.6048487573154434,1.0786100079577382e-05,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),7,n_types,Type frequency,0.7262245975443101,1.6402502891823657e-08,0.5733705931679524,3.8395493891015034e-05,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),8,n_types,Type frequency,0.6964426877470354,1.079784619457866e-07,0.5606083418063333,6.195983695076277e-05,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),9,n_types,Type frequency,0.6897460394400285,1.599555372617929e-07,0.5588484999366425,6.608515032079031e-05,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),10,n_types,Type frequency,0.652042160737813,1.220273691349477e-06,0.5291286253444184,0.0001861936127092905,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),11,n_types,Type frequency,0.5854606544893537,2.394802209282969e-05,0.494691765665846,0.0005516498517043498,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,lpca99,LID (lPCA99),12,n_types,Type frequency,0.6086498241056756,9.167703598479447e-06,0.48626225553246527,0.0007075208795895267,45,4,"head_dist, index, length, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),0,n_tokens,Frequency,0.34365325077399383,0.16262865351676548,0.32151717246887496,0.19324995707224862,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),1,n_tokens,Frequency,0.3457172342621259,0.15995306278645896,0.34851911808908564,0.15636919402638824,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),2,n_tokens,Frequency,0.32920536635706915,0.18221199775917415,0.3766044296393966,0.12345027413633466,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),3,n_tokens,Frequency,0.357253532379073,0.1455508401901357,0.3916455826154221,0.10798892711881075,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),4,n_tokens,Frequency,0.3663570691434469,0.13483747906980872,0.40708037043715994,0.09361391287016128,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),5,n_tokens,Frequency,0.4925142628462943,0.037850655923408215,0.430691456342566,0.07438022091134655,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),6,n_tokens,Frequency,0.5397316821465429,0.020782714646741193,0.4427118980771843,0.06579093456291911,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),7,n_tokens,Frequency,0.5706914344685242,0.013384281348823359,0.4531703903288662,0.058937449777659766,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),8,n_tokens,Frequency,0.5108359133126935,0.03027974699120303,0.44815691145402864,0.062152662387429516,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),9,n_tokens,Frequency,0.5087719298245614,0.031068538407296162,0.4351751999549244,0.0710849494163073,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),10,n_tokens,Frequency,0.5190918472652218,0.027278528700016964,0.3877851602551694,0.1118177615248529,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),11,n_tokens,Frequency,0.523490002647948,0.025777115897135362,0.37764280656253424,0.12233547281640784,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),12,n_tokens,Frequency,0.48606811145510836,0.040833484782080216,0.3982173793289077,0.10168776671835611,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),0,n_types,Type frequency,0.9380804953560371,8.9374943982642e-09,0.9299463907524317,2.3374617006649125e-08,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),1,n_types,Type frequency,0.9174406604747163,8.355803529821193e-08,0.9294644233361009,2.4654468427837887e-08,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),2,n_types,Type frequency,0.915376676986584,1.0113271116055492e-07,0.9270633866608234,3.197807478545347e-08,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),3,n_types,Type frequency,0.91275179948873,1.2804041222260472e-07,0.921330470704642,5.751034053667257e-08,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),4,n_types,Type frequency,0.9009287925696594,3.4061802943964603e-07,0.9111644399501388,1.471516442926861e-07,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),5,n_types,Type frequency,0.8859061583272967,1.0036068952931862e-06,0.893285384052978,6.021414871845357e-07,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),6,n_types,Type frequency,0.8761609907120743,1.8727785396152314e-06,0.8737735529822823,2.164862434650557e-06,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),7,n_types,Type frequency,0.8369453044375645,1.4859874205555088e-05,0.8528782548462535,6.882450546783275e-06,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),8,n_types,Type frequency,0.8410732714138286,1.2271367358194706e-05,0.8437433989516928,1.0811340844799024e-05,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),9,n_types,Type frequency,0.8328173374613003,1.7901901423159217e-05,0.8325826818564953,1.808973005981062e-05,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),10,n_types,Type frequency,0.8121775025799793,4.239283893458809e-05,0.7888964837020525,9.97806348466569e-05,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),11,n_types,Type frequency,0.780588643001674,0.0001320858238899891,0.771907655407027,0.0001748918495223796,18,2,"arity, pos"
bert-base-uncased,BERT,first,linear_id,pca99,LID (PCA99),12,n_types,Type frequency,0.7770897832817338,0.00014812554588688426,0.7947418769427761,8.130406890224484e-05,18,2,"arity, pos"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),0,n_tokens,Frequency,-0.18608205172748457,0.15458213480183414,-0.019263092911941317,0.8838535235057227,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),1,n_tokens,Frequency,-0.11200644641418207,0.3941957784938236,-0.06866433616404254,0.6021583985740738,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),2,n_tokens,Frequency,-0.010475277512507344,0.9366855104828253,-0.040580579118454856,0.7581962617280577,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),3,n_tokens,Frequency,-0.06176887382255687,0.6391819463150652,-0.03977206374487023,0.7628717364190594,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),4,n_tokens,Frequency,-0.05926810970018616,0.6528350477052102,-0.004711064719571117,0.9715022017634312,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),5,n_tokens,Frequency,-0.041651615771485725,0.7520159444697989,0.050233740115835535,0.703081278280588,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),6,n_tokens,Frequency,-0.018811303453833115,0.8865594140751988,0.11657836374595604,0.375054033112841,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),7,n_tokens,Frequency,0.05037650393175692,0.7022766625158829,0.16448953116427806,0.20915121189460067,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),8,n_tokens,Frequency,0.09683514407179969,0.46170914080384096,0.1640281026610399,0.21044924035492163,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),9,n_tokens,Frequency,0.1367917974936786,0.29731702864719467,0.27103942007779896,0.03619924731384168,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),10,n_tokens,Frequency,-0.045207630007558224,0.7316090617916977,0.0976059769291661,0.45813428256551364,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),11,n_tokens,Frequency,0.08282971423019733,0.529229795035782,0.12410658602149005,0.3447802667561983,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),12,n_tokens,Frequency,0.0913890355386368,0.48739349502110796,0.03207905377188681,0.8077584618800415,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),0,n_types,Type frequency,0.693563400503172,8.107594953717913e-10,0.5710426991029605,1.893490114310902e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),1,n_types,Type frequency,0.639111950873878,3.893110602493828e-08,0.49390154838973244,6.063375294259824e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),2,n_types,Type frequency,0.5822531572270329,1.0606703650194445e-06,0.45013127636885236,0.0003078742182650752,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),3,n_types,Type frequency,0.6766789852454914,2.939053278235498e-09,0.47597224729629517,0.00012115046577520338,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),4,n_types,Type frequency,0.712856706215788,1.6648351250234484e-10,0.5810319568187164,1.1309765407092788e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),5,n_types,Type frequency,0.7186918225013197,1.0053199865224757e-10,0.6102460667215805,2.2603910636847854e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),6,n_types,Type frequency,0.726860985301064,4.855676902404996e-11,0.6708097528650254,4.509721012477257e-09,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),7,n_types,Type frequency,0.7303064825363305,3.544353319283018e-11,0.669152845294535,5.080281693437135e-09,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),8,n_types,Type frequency,0.7246936563950095,5.904660879917725e-11,0.6596938510859247,9.887787364921666e-09,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),9,n_types,Type frequency,0.7148017449776319,1.409129595487078e-10,0.7142100981639871,1.4826648243555962e-10,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),10,n_types,Type frequency,0.5833645925068746,1.0002621241578495e-06,0.5446520281513261,6.831448478558632e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),11,n_types,Type frequency,0.647160977569784,2.306062207927488e-08,0.6051832163800354,3.0227285036030816e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
bert-base-uncased,BERT,first,nonlinear_id,gride,NLID (GRIDE),12,n_types,Type frequency,0.6119369807441161,2.0489733822936145e-07,0.5443050181472374,6.9426903892854656e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,0,n_tokens,Frequency,-0.3342919462943657,0.009040636118450743,-0.1688705774661879,0.19710777888897027,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,1,n_tokens,Frequency,-0.29369677269815025,0.022750889905734588,-0.16520129291702518,0.20716007224688043,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,2,n_tokens,Frequency,-0.27077342005141664,0.03638969506936846,-0.13736925187795662,0.29526292827249534,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,3,n_tokens,Frequency,-0.24948943444244948,0.05455493171037481,-0.12127534447483032,0.355982817034996,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,4,n_tokens,Frequency,-0.22837216412545852,0.07925503436317588,-0.114688098418493,0.3828993768255264,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,5,n_tokens,Frequency,-0.22537128886988614,0.08338996944824849,-0.11139603554919421,0.39679428859531335,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,6,n_tokens,Frequency,-0.22237041361431373,0.0876932166930905,-0.10263039466512916,0.4352070753390616,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,7,n_tokens,Frequency,-0.20939440672216275,0.10834008083333882,-0.09469942404953341,0.47169265550671163,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,8,n_tokens,Frequency,-0.2217869100923969,0.0885498638893946,-0.09781308490983567,0.4571763707208749,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,9,n_tokens,Frequency,-0.23406826993464686,0.07185409548484066,-0.10451798021022093,0.4267633875270087,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,10,n_tokens,Frequency,-0.22803873354150603,0.07970629166284872,-0.0837567517797582,0.5246142811508652,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,11,n_tokens,Frequency,-0.29789244087955236,0.020795382770308186,-0.06565299869711702,0.6182117013037511,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,12,n_tokens,Frequency,-0.13212186889117356,0.3142697768264895,0.012489243981552357,0.9245452779413058,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,0,n_types,Type frequency,0.6283777213404605,7.647199047186275e-08,0.43004276944525305,0.0006050624605824804,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,1,n_types,Type frequency,0.505202906452012,3.841082904556767e-05,0.31807598577041524,0.013261528216446994,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,2,n_types,Type frequency,0.46416315874385994,0.00018725128173954043,0.20207279329854086,0.1215396314073256,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,3,n_types,Type frequency,0.46332958228397875,0.00019298122249161893,0.1977475693501098,0.12989306328630984,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,4,n_types,Type frequency,0.45910612822058056,0.0002245567459419062,0.1907398844179209,0.14433818224349612,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,5,n_types,Type frequency,0.4552161047411348,0.00025774544265780573,0.18119472649256302,0.16589886191856804,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,6,n_types,Type frequency,0.45638311178496854,0.00024734693189642576,0.1816301182620578,0.1648667431071227,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,7,n_types,Type frequency,0.4265132886392248,0.0006784460423645183,0.16901051951911536,0.1967314072277836,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,8,n_types,Type frequency,0.4111754817774103,0.0011000765327952085,0.16352526417480265,0.21187020973897366,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,9,n_types,Type frequency,0.42629100158325645,0.0006833267533286819,0.17136957827915583,0.19046374483000514,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,10,n_types,Type frequency,0.4140374276230025,0.0010069326378268086,0.18499561475001067,0.15704704177633888,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,11,n_types,Type frequency,0.44693591190631476,0.00034376637023843313,0.22562786836435939,0.08302990573155168,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,isotropy,iso,IsoScore,12,n_types,Type frequency,0.23042831939316552,0.07651681842363299,0.1186731825854955,0.36647366726897224,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),0,n_tokens,Frequency,-0.21442299732254771,0.23081194625780665,0.03531291674529276,0.8453177461781245,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),1,n_tokens,Frequency,-0.1838388909234626,0.30578083218499763,0.06908377337295417,0.7024532788280765,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),2,n_tokens,Frequency,-0.16964733648294295,0.34525218664506263,0.08370844157595339,0.6432631442696928,33,3,"index, length, pos"
