subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,relation_type,amod,iso,6,0.026647241786122322,0.026122119277715683,0.027278928086161613,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,7,0.027319693937897682,0.026725756004452705,0.02798193320631981,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,8,0.027193084359169006,0.026544639840722084,0.027911605313420296,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,9,0.030652806162834167,0.02999652735888958,0.03135092556476593,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,10,0.031070904806256294,0.030209148302674294,0.03185214474797249,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,11,0.018711663782596588,0.018274834379553795,0.019141701981425285,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,12,0.00205041840672493,0.0020148807670921087,0.00208562845364213,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,0,0.008061690255999565,0.007940401323139668,0.008172012865543365,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,1,0.022678764536976814,0.02197452262043953,0.02313491329550743,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,2,0.024736711755394936,0.02393454685807228,0.025333186611533165,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,3,0.026795148849487305,0.025982029736042023,0.027469364926218987,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,4,0.02776048332452774,0.026886912062764168,0.028366826474666595,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,5,0.02923830784857273,0.028355292975902557,0.029840726405382156,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,6,0.03044191747903824,0.029498236253857613,0.03114325739443302,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,7,0.03109472058713436,0.030147980898618698,0.031834326684474945,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,8,0.03035830520093441,0.029405519366264343,0.03099440224468708,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,9,0.028463922441005707,0.027750292792916298,0.02916122041642666,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,10,0.022302353754639626,0.02193126082420349,0.022710222750902176,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,11,0.012922224588692188,0.012695318087935448,0.013173604384064674,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,root,iso,12,0.0018291196320205927,0.00180093664675951,0.0018585538491606712,8915,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,0,0.00967185478657484,0.009497455321252346,0.009818955324590206,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,1,0.020416833460330963,0.020052514970302582,0.020870359614491463,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,2,0.027299147099256516,0.026651708409190178,0.028009552508592606,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,3,0.025564881041646004,0.0249481163918972,0.026197578758001328,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,4,0.027367157861590385,0.02672535926103592,0.027976443991065025,8741,last,en_ewt-ud-train_sentences.csv
